# Besselova diferenciální rovnice 
# Time    y     y'
0.001     0.001  0.49999
0.201     0.150011  0.738759
0.401     0.294784  0.705367
0.601     0.430759  0.651017
0.801     0.553913  0.577515
1.001     0.66065  0.487296
1.201     0.747915  0.383339
1.401     0.813297  0.269068
1.601     0.855104  0.148231
1.801     0.872414  0.0247678
2.001     0.865103  -0.0973209
2.201     0.833839  -0.214115
2.401     0.780058  -0.321907
2.601     0.705902  -0.417329
2.801     0.614146  -0.497465
3.001     0.508095  -0.559946
3.201     0.391463  -0.603031
3.401     0.268248  -0.625657
3.601     0.142589  -0.62747
3.801     0.0186247  -0.608832
4.001     -0.0996493  -0.570797
4.201     -0.208513  -0.515067
4.401     -0.304648  -0.443925
4.601     -0.38524  -0.36015
4.801     -0.448076  -0.266907
5.001     -0.491601  -0.167638
5.201     -0.514968  -0.0659286
5.401     -0.518051  0.0346129
5.601     -0.501435  0.13049
5.801     -0.466385  0.218436
6.001     -0.414785  0.295532
6.201     -0.349061  0.359301
6.401     -0.272084  0.407793
6.601     -0.187055  0.439644
6.801     -0.0973863  0.454119
7.001     -0.00657354  0.451124
7.201     0.0819336  0.431205
7.401     0.164855  0.39551
7.601     0.239198  0.345744
7.801     0.30236  0.284093
8.001     0.352215  0.213136
8.201     0.387185  0.135748
8.401     0.406288  0.054981
8.601     0.409161  -0.0260435
8.801     0.396059  -0.104257
9.001     0.36784  -0.176753
9.201     0.325915  -0.240898
9.401     0.27219  -0.294419
9.601     0.208979  -0.335486
9.801     0.138916  -0.362773
10.001    0.0648419  -0.375501
10.201    -0.0102988  -0.373456
10.401    -0.0835777  -0.356987
10.601    -0.152191  -0.32699
10.801    -0.213564  -0.284857
11.001    -0.265446  -0.232425
11.201    -0.305993  -0.17189
11.401    -0.333827  -0.105725
11.601    -0.348084  -0.0365794
11.801    -0.348441  0.0328264
12.001    -0.335116  0.0998031
12.201    -0.308853  0.161796
12.401    -0.270885  0.216483
12.601    -0.222881  0.261855
12.801    -0.166873  0.296293
13.001    -0.105172  0.318626
13.201    -0.040277  0.328164
13.401    0.025227  0.324724
13.601    0.0887678  0.308627
13.801    0.147887  0.280679
14.001    0.200332  0.242136
14.201    0.244144  0.194646
14.401    0.277725  0.140185
14.601    0.299901  0.08097
14.801    0.309955  0.0193772
15.001    0.307656  -0.0421566
15.201    0.293257  -0.101228
15.401    0.267481  -0.155559
15.601    0.231488  -0.203084
15.801    0.18682  -0.24203
16.001    0.135343  -0.270978
16.201    0.0791639  -0.288917
16.401    0.0205493  -0.295276
16.601    -0.0381661  -0.289944
16.801    -0.0946713  -0.273269
17.001    -0.146769  -0.246036
17.201    -0.192461  -0.209435
17.401    -0.230021  -0.165009
17.601    -0.258064  -0.114589
17.801    -0.275593  -0.0602223
18.001    -0.282035  -0.0040864
18.201    -0.277258  0.0515941
18.401    -0.261574  0.104636
18.601    -0.235717  0.152984
18.801    -0.200817  0.194786
19.001    -0.158345  0.228466
19.201    -0.110056  0.252786
19.401    -0.0579133  0.266883
19.601    -0.0040149  0.270307
19.801    0.0494952  0.26303
20.001    0.100509  0.245446
20.201    0.147038  0.218347
20.401    0.18729  0.182894
20.601    0.219737  0.140564
20.801    0.243173  0.093091
21.001    0.256758  0.0423932
21.201    0.26005  -0.00950069
21.401    0.253016  -0.0605342
21.601    0.236028  -0.108703
21.801    0.209851  -0.152135
22.001    0.175602  -0.18916
22.201    0.134708  -0.218374
22.401    0.0888458  -0.238696
22.601    0.0398718  -0.249401
22.801    -0.0102502  -0.250152
23.001    -0.0595284  -0.241005
23.201    -0.106021  -0.222407
23.401    -0.147915  -0.195171
23.601    -0.18359  -0.160447
23.801    -0.211689  -0.119668
24.001    -0.231164  -0.0744944
24.201    -0.241315  -0.0267474
24.401    -0.241818  0.0216664
24.601    -0.232732  0.0688288
24.801    -0.214494  0.112887
25.001    -0.1879  0.152124
25.201    -0.154067  0.185028
25.401    -0.114394  0.210349
25.601    -0.0704969  0.227144
25.801    -0.0241457  0.234816
26.001    0.022805  0.233132
26.201    0.0684917  0.222229
26.401    0.111115  0.202608
26.601    0.149009  0.175111
26.801    0.18071  0.140884
27.001    0.205007  0.101331
27.201    0.220994  0.0580542
27.401    0.228097  0.0127943
27.601    0.2261  -0.0326442
27.801    0.215147  -0.0764622
28.001    0.195738  -0.116937
28.201    0.168701  -0.152491
28.401    0.135162  -0.181752
28.601    0.0964946  -0.203606
28.801    0.0542681  -0.217238
29.001    0.0101805  -0.222166
29.201    -0.0340081  -0.218254
29.401    -0.0765455  -0.205718
29.601    -0.115757  -0.185112
29.801    -0.15011  -0.157306
30.001    -0.178275  -0.12345
30.201    -0.199178  -0.0849231
30.401    -0.212037  -0.0432832
30.601    -0.216395  -0.000199444
30.801    -0.212135  0.0426121
31.001    -0.199481  0.0834574
31.201    -0.17899  0.120731
31.401    -0.151525  0.152979
31.601    -0.118218  0.178955
31.801    -0.0804273  0.19767
32.001    -0.0396808  0.208428
32.201    0.00238743  0.210851
32.401    0.0441004  0.204896
32.601    0.0838055  0.190849
32.801    0.11994  0.169316
33.001    0.151092  0.141197
33.201    0.176057  0.107646
33.401    0.193879  0.0700254
33.601    0.203896  0.0298503
33.801    0.205756  -0.0112712
34.001    0.199434  -0.0517034
34.201    0.185228  -0.0898471
34.401    0.163748  -0.124203
34.601    0.135889  -0.153432
34.801    0.102793  -0.176403
35.001    0.0658037  -0.192242
35.201    0.0264115  -0.200361
35.401    -0.0138067  -0.200481
35.601    -0.0532498  -0.192644
35.801    -0.0903567  -0.177204
36.001    -0.123667  -0.154815
36.201    -0.151881  -0.126405
36.401    -0.173905  -0.0931337
36.601    -0.1889  -0.056347
36.801    -0.196308  -0.0175235
37.001    -0.195877  0.0217856
37.201    -0.187666  0.0600182
37.401    -0.172042  0.0956632
37.601    -0.149667  0.12732
37.801    -0.121463  0.153754
38.001    -0.0885819  0.173944
38.201    -0.0523536  0.187121
38.401    -0.0142342  0.192799
38.601    0.0242528  0.190791
38.801    0.0615772  0.181217
39.001    0.0962627  0.164497
39.201    0.126945  0.141328
39.401    0.152427  0.112665
39.601    0.171723  0.0796725
39.801    0.184096  0.0436815
40.001    0.189091  0.00613574
40.201    0.186547  -0.0314667
40.401    0.176601  -0.0676329
40.601    0.159685  -0.100934
40.801    0.136505  -0.130063
41.001    0.108014  -0.153883
41.201    0.075368  -0.171475
41.401    0.0398844  -0.18217
41.601    0.00298646  -0.185577
41.801    -0.0338532  -0.181595
42.001    -0.0691714  -0.170419
42.201    -0.101572  -0.152525
42.401    -0.129782  -0.128656
42.601    -0.152701  -0.0997874
42.801    -0.169442  -0.0670897
43.001    -0.179369  -0.0318787
43.201    -0.18212  0.00443561
43.401    -0.177618  0.0404062
43.601    -0.166075  0.074606
43.801    -0.147984  0.105685
44.001    -0.124091  0.132423
44.201    -0.0953736  0.153779
44.401    -0.062994  0.168927
44.601    -0.0282554  0.177295
44.801    0.00745106  0.17858
45.001    0.0427023  0.172762
45.201    0.0760994  0.160105
45.401    0.106323  0.141141
45.601    0.132187  0.116652
45.801    0.152682  0.0876333
46.001    0.167016  0.0552584
46.201    0.174648  0.0208276
46.401    0.175302  -0.0142823
46.601    0.168983  -0.0486737
46.801    0.155972  -0.0809834
47.001    0.136814  -0.109937
47.201    0.112297  -0.134398
47.401    0.0834182  -0.153413
47.601    0.051344  -0.166251
47.801    0.0173625  -0.172427
48.001    -0.0171676  -0.171723
48.201    -0.0508714  -0.164197
48.401    -0.0824126  -0.150174
48.601    -0.110546  -0.13024
48.801    -0.134168  -0.10521
49.001    -0.152358  -0.0761005
49.201    -0.164415  -0.044084
49.401    -0.169883  -0.0104448
49.601    -0.168574  0.0234738
49.801    -0.160565  0.0563228
#
# SIMLIB run-time statistics:
#    StartTime  = 0.001
#    EndTime    = 50
#    EventCount = 250
#    StepCount  = 507
#    MinStep    = 0.00078125
#    MaxStep    = 0.1
#
